"","ic","method","pval","null_l","tmt_l","or_7_1_param","or_6_2_param","fl_8_3_param","fl_8_5_param","all_converge","valid_subset"
"78","2.5,0.8,0.9,0.001","BFGS",1,-74571.7,8000,"2.64046542189279,-0.481531652631959,0.132616873914154,-42.7306337996271","2.63510049816307,2.18134857462395,0.387743987209396,-53.6974446362459","2.66701567661484,2.15661987228085,0.190851644245872,-56.2612909440363","2.61661454543192,2.1572108647777,0.449708528213634,-41.2715635861066",TRUE,TRUE
"79","4,0.5,0.8,9e-04","BFGS",1,-71146.3,8000,"3.94740409081191,3.19585437477617,1.44463607835547,-58.9969403965723","3.9781562050583,1.83821855103069,1.10108248780552,-30.6493166039264","3.97154381338655,2.30836145578902,1.1927859147449,-40.0405137824883","3.97839217286294,1.90122243755303,1.10529329630981,-31.1372515675459",TRUE,TRUE
"80","4,0.5,0.8,9e-04","BFGS",1,-74005.7,8000,"3.94740409081191,3.19585437477617,1.44463607835547,-58.9969403965723","3.9781562050583,1.83821855103069,1.10108248780552,-30.6493166039264","3.97154381338655,2.30836145578902,1.1927859147449,-40.0405137824883","3.97839217286294,1.90122243755303,1.10529329630981,-31.1372515675459",TRUE,TRUE
"81","4,0.5,0.8,9e-04","BFGS",1,-74195.9,8000,"3.94740409081191,3.19585437477617,1.44463607835547,-58.9969403965723","3.9781562050583,1.83821855103069,1.10108248780552,-30.6493166039264","3.97154381338655,2.30836145578902,1.1927859147449,-40.0405137824883","3.97839217286294,1.90122243755303,1.10529329630981,-31.1372515675459",TRUE,TRUE
"82","4,0.5,0.8,9e-04","BFGS",1,-74189.1,8000,"3.94740409081191,3.19585437477617,1.44463607835547,-58.9969403965723","3.9781562050583,1.83821855103069,1.10108248780552,-30.6493166039264","3.97154381338655,2.30836145578902,1.1927859147449,-40.0405137824883","3.97839217286294,1.90122243755303,1.10529329630981,-31.1372515675459",TRUE,TRUE
"83","4,0.5,0.8,9e-04","BFGS",1,-74569.3,8000,"3.94740409081191,3.19585437477617,1.44463607835547,-58.9969403965723","3.9781562050583,1.83821855103069,1.10108248780552,-30.6493166039264","3.97154381338655,2.30836145578902,1.1927859147449,-40.0405137824883","3.97839217286294,1.90122243755303,1.10529329630981,-31.1372515675459",TRUE,TRUE
"84","4,0.5,0.8,9e-04","BFGS",1,-74571.7,8000,"3.94740409081191,3.19585437477617,1.44463607835547,-58.9969403965723","3.9781562050583,1.83821855103069,1.10108248780552,-30.6493166039264","3.97154381338655,2.30836145578902,1.1927859147449,-40.0405137824883","3.97839217286294,1.90122243755303,1.10529329630981,-31.1372515675459",TRUE,TRUE
"85","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","BFGS",1,-71146.3,8000,"108.698999342572,-999.056706486541,-600.076232414244,-1.6425656612395","118.525133132001,-1196.19479758208,-681.757405629468,-2.7907653686021","91.6971700633728,-1013.152247577,-556.215741977042,-2.36486537973857","128.60104892649,-1442.41762312906,-790.878602518261,-4.0131020198573",TRUE,TRUE
"86","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","BFGS",1,-74005.7,8000,"108.698999342572,-999.056706486541,-600.076232414244,-1.6425656612395","118.525133132001,-1196.19479758208,-681.757405629468,-2.7907653686021","91.6971700633728,-1013.152247577,-556.215741977042,-2.36486537973857","128.60104892649,-1442.41762312906,-790.878602518261,-4.0131020198573",TRUE,TRUE
"87","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","BFGS",1,-74195.9,8000,"108.698999342572,-999.056706486541,-600.076232414244,-1.6425656612395","118.525133132001,-1196.19479758208,-681.757405629468,-2.7907653686021","91.6971700633728,-1013.152247577,-556.215741977042,-2.36486537973857","128.60104892649,-1442.41762312906,-790.878602518261,-4.0131020198573",TRUE,TRUE
"88","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","BFGS",1,-74189.1,8000,"108.698999342572,-999.056706486541,-600.076232414244,-1.6425656612395","118.525133132001,-1196.19479758208,-681.757405629468,-2.7907653686021","91.6971700633728,-1013.152247577,-556.215741977042,-2.36486537973857","128.60104892649,-1442.41762312906,-790.878602518261,-4.0131020198573",TRUE,TRUE
"89","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","BFGS",1,-74569.3,8000,"108.698999342572,-999.056706486541,-600.076232414244,-1.6425656612395","118.525133132001,-1196.19479758208,-681.757405629468,-2.7907653686021","91.6971700633728,-1013.152247577,-556.215741977042,-2.36486537973857","128.60104892649,-1442.41762312906,-790.878602518261,-4.0131020198573",TRUE,TRUE
"90","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","BFGS",1,-74571.7,8000,"108.698999342572,-999.056706486541,-600.076232414244,-1.6425656612395","118.525133132001,-1196.19479758208,-681.757405629468,-2.7907653686021","91.6971700633728,-1013.152247577,-556.215741977042,-2.36486537973857","128.60104892649,-1442.41762312906,-790.878602518261,-4.0131020198573",TRUE,TRUE
"91","1.416,0.984,0.444,0.101","BFGS",0,-71146.3,-75772.527456107,"3.27887241970675,0.988061883714429,0.530684132583008,0.0848246793717785","3.72065538383308,0.950536669609742,0.666522411768279,0.0636128610825345","3.1656703465549,0.957558057600352,0.595096617669701,0.053695730991563","3.33830489257457,0.953283726331247,0.62073779758837,0.0516582268537416",TRUE,TRUE
"92","1.416,0.984,0.444,0.101","BFGS",0,-74005.7,-75772.527456107,"3.27887241970675,0.988061883714429,0.530684132583008,0.0848246793717785","3.72065538383308,0.950536669609742,0.666522411768279,0.0636128610825345","3.1656703465549,0.957558057600352,0.595096617669701,0.053695730991563","3.33830489257457,0.953283726331247,0.62073779758837,0.0516582268537416",TRUE,TRUE
"93","1.416,0.984,0.444,0.101","BFGS",0,-74195.9,-75772.527456107,"3.27887241970675,0.988061883714429,0.530684132583008,0.0848246793717785","3.72065538383308,0.950536669609742,0.666522411768279,0.0636128610825345","3.1656703465549,0.957558057600352,0.595096617669701,0.053695730991563","3.33830489257457,0.953283726331247,0.62073779758837,0.0516582268537416",TRUE,TRUE
"94","1.416,0.984,0.444,0.101","BFGS",0,-74189.1,-75772.527456107,"3.27887241970675,0.988061883714429,0.530684132583008,0.0848246793717785","3.72065538383308,0.950536669609742,0.666522411768279,0.0636128610825345","3.1656703465549,0.957558057600352,0.595096617669701,0.053695730991563","3.33830489257457,0.953283726331247,0.62073779758837,0.0516582268537416",TRUE,TRUE
"95","1.416,0.984,0.444,0.101","BFGS",0,-74569.3,-75772.527456107,"3.27887241970675,0.988061883714429,0.530684132583008,0.0848246793717785","3.72065538383308,0.950536669609742,0.666522411768279,0.0636128610825345","3.1656703465549,0.957558057600352,0.595096617669701,0.053695730991563","3.33830489257457,0.953283726331247,0.62073779758837,0.0516582268537416",TRUE,TRUE
"96","1.416,0.984,0.444,0.101","BFGS",0,-74571.7,-75772.527456107,"3.27887241970675,0.988061883714429,0.530684132583008,0.0848246793717785","3.72065538383308,0.950536669609742,0.666522411768279,0.0636128610825345","3.1656703465549,0.957558057600352,0.595096617669701,0.053695730991563","3.33830489257457,0.953283726331247,0.62073779758837,0.0516582268537416",TRUE,TRUE
"97","5e-04,0.5,1,1","BFGS",1,-71146.3,8000,"1.79763405323128,362.521453462148,1.00146232268889,-2343.02083210207","-0.738714116947551,1076.67683265789,1.00915097916732,-4622.85767086153","-2.15800102267723,1472.09480410437,1.01276887587665,-6290.81146613701","-1.7185404532812,1154.69372755787,1.01014854751702,-4775.97049505559",TRUE,TRUE
"98","5e-04,0.5,1,1","BFGS",1,-74005.7,8000,"1.79763405323128,362.521453462148,1.00146232268889,-2343.02083210207","-0.738714116947551,1076.67683265789,1.00915097916732,-4622.85767086153","-2.15800102267723,1472.09480410437,1.01276887587665,-6290.81146613701","-1.7185404532812,1154.69372755787,1.01014854751702,-4775.97049505559",TRUE,TRUE
"99","5e-04,0.5,1,1","BFGS",1,-74195.9,8000,"1.79763405323128,362.521453462148,1.00146232268889,-2343.02083210207","-0.738714116947551,1076.67683265789,1.00915097916732,-4622.85767086153","-2.15800102267723,1472.09480410437,1.01276887587665,-6290.81146613701","-1.7185404532812,1154.69372755787,1.01014854751702,-4775.97049505559",TRUE,TRUE
"100","5e-04,0.5,1,1","BFGS",1,-74189.1,8000,"1.79763405323128,362.521453462148,1.00146232268889,-2343.02083210207","-0.738714116947551,1076.67683265789,1.00915097916732,-4622.85767086153","-2.15800102267723,1472.09480410437,1.01276887587665,-6290.81146613701","-1.7185404532812,1154.69372755787,1.01014854751702,-4775.97049505559",TRUE,TRUE
"101","5e-04,0.5,1,1","BFGS",1,-74569.3,8000,"1.79763405323128,362.521453462148,1.00146232268889,-2343.02083210207","-0.738714116947551,1076.67683265789,1.00915097916732,-4622.85767086153","-2.15800102267723,1472.09480410437,1.01276887587665,-6290.81146613701","-1.7185404532812,1154.69372755787,1.01014854751702,-4775.97049505559",TRUE,TRUE
"102","5e-04,0.5,1,1","BFGS",1,-74571.7,8000,"1.79763405323128,362.521453462148,1.00146232268889,-2343.02083210207","-0.738714116947551,1076.67683265789,1.00915097916732,-4622.85767086153","-2.15800102267723,1472.09480410437,1.01276887587665,-6290.81146613701","-1.7185404532812,1154.69372755787,1.01014854751702,-4775.97049505559",TRUE,TRUE
"103","2.5,1,1,1","BFGS",1,-71146.3,8000,"26.6978959928019,-495.324345839821,-141.651103545177,-2317.95891675576","36.8671186215033,-839.397368999675,-207.334092658788,-4784.44017257218","46.205142372346,-1172.76730523665,-270.72684521156,-6490.54867074003","34.2945768215395,-881.65000760066,-198.234243775663,-4947.51029269194",TRUE,TRUE
"104","2.5,1,1,1","BFGS",1,-74005.7,8000,"26.6978959928019,-495.324345839821,-141.651103545177,-2317.95891675576","36.8671186215033,-839.397368999675,-207.334092658788,-4784.44017257218","46.205142372346,-1172.76730523665,-270.72684521156,-6490.54867074003","34.2945768215395,-881.65000760066,-198.234243775663,-4947.51029269194",TRUE,TRUE
"105","2.5,1,1,1","BFGS",1,-74195.9,8000,"26.6978959928019,-495.324345839821,-141.651103545177,-2317.95891675576","36.8671186215033,-839.397368999675,-207.334092658788,-4784.44017257218","46.205142372346,-1172.76730523665,-270.72684521156,-6490.54867074003","34.2945768215395,-881.65000760066,-198.234243775663,-4947.51029269194",TRUE,TRUE
"106","2.5,1,1,1","BFGS",1,-74189.1,8000,"26.6978959928019,-495.324345839821,-141.651103545177,-2317.95891675576","36.8671186215033,-839.397368999675,-207.334092658788,-4784.44017257218","46.205142372346,-1172.76730523665,-270.72684521156,-6490.54867074003","34.2945768215395,-881.65000760066,-198.234243775663,-4947.51029269194",TRUE,TRUE
"107","2.5,1,1,1","BFGS",1,-74569.3,8000,"26.6978959928019,-495.324345839821,-141.651103545177,-2317.95891675576","36.8671186215033,-839.397368999675,-207.334092658788,-4784.44017257218","46.205142372346,-1172.76730523665,-270.72684521156,-6490.54867074003","34.2945768215395,-881.65000760066,-198.234243775663,-4947.51029269194",TRUE,TRUE
"108","2.5,1,1,1","BFGS",1,-74571.7,8000,"26.6978959928019,-495.324345839821,-141.651103545177,-2317.95891675576","36.8671186215033,-839.397368999675,-207.334092658788,-4784.44017257218","46.205142372346,-1172.76730523665,-270.72684521156,-6490.54867074003","34.2945768215395,-881.65000760066,-198.234243775663,-4947.51029269194",TRUE,TRUE
"109","4,0.94,0.7029,0.0546","BFGS",0,-71146.3,-75772.5271007107,"3.27887294474438,0.98805661232953,0.530681264402255,0.0848266031566467","3.72040582948556,0.950555557284733,0.666498033319101,0.0636153386002671","3.16566669577787,0.957558138717006,0.595096195209305,0.0536957345290456","3.33743648218563,0.953291514420655,0.620676281210318,0.0516554295456669",TRUE,TRUE
"110","4,0.94,0.7029,0.0546","BFGS",0,-74005.7,-75772.5271007107,"3.27887294474438,0.98805661232953,0.530681264402255,0.0848266031566467","3.72040582948556,0.950555557284733,0.666498033319101,0.0636153386002671","3.16566669577787,0.957558138717006,0.595096195209305,0.0536957345290456","3.33743648218563,0.953291514420655,0.620676281210318,0.0516554295456669",TRUE,TRUE
"111","4,0.94,0.7029,0.0546","BFGS",0,-74195.9,-75772.5271007107,"3.27887294474438,0.98805661232953,0.530681264402255,0.0848266031566467","3.72040582948556,0.950555557284733,0.666498033319101,0.0636153386002671","3.16566669577787,0.957558138717006,0.595096195209305,0.0536957345290456","3.33743648218563,0.953291514420655,0.620676281210318,0.0516554295456669",TRUE,TRUE
"112","4,0.94,0.7029,0.0546","BFGS",0,-74189.1,-75772.5271007107,"3.27887294474438,0.98805661232953,0.530681264402255,0.0848266031566467","3.72040582948556,0.950555557284733,0.666498033319101,0.0636153386002671","3.16566669577787,0.957558138717006,0.595096195209305,0.0536957345290456","3.33743648218563,0.953291514420655,0.620676281210318,0.0516554295456669",TRUE,TRUE
"113","4,0.94,0.7029,0.0546","BFGS",0,-74569.3,-75772.5271007107,"3.27887294474438,0.98805661232953,0.530681264402255,0.0848266031566467","3.72040582948556,0.950555557284733,0.666498033319101,0.0636153386002671","3.16566669577787,0.957558138717006,0.595096195209305,0.0536957345290456","3.33743648218563,0.953291514420655,0.620676281210318,0.0516554295456669",TRUE,TRUE
"114","4,0.94,0.7029,0.0546","BFGS",0,-74571.7,-75772.5271007107,"3.27887294474438,0.98805661232953,0.530681264402255,0.0848266031566467","3.72040582948556,0.950555557284733,0.666498033319101,0.0636153386002671","3.16566669577787,0.957558138717006,0.595096195209305,0.0536957345290456","3.33743648218563,0.953291514420655,0.620676281210318,0.0516554295456669",TRUE,TRUE
"115","4,1,1,1","BFGS",1,-71146.3,8000,"17.3487795150359,-378.735279243141,-139.358147836741,-2372.36357015774","22.7260921643428,-654.328291439218,-205.36059117669,-4861.27988298333","28.0286262796872,-933.955501482364,-272.739026626117,-6588.63786846107","21.6056211807918,-706.02829029733,-201.874274190435,-5019.0663186547",TRUE,TRUE
"116","4,1,1,1","BFGS",1,-74005.7,8000,"17.3487795150359,-378.735279243141,-139.358147836741,-2372.36357015774","22.7260921643428,-654.328291439218,-205.36059117669,-4861.27988298333","28.0286262796872,-933.955501482364,-272.739026626117,-6588.63786846107","21.6056211807918,-706.02829029733,-201.874274190435,-5019.0663186547",TRUE,TRUE
"117","4,1,1,1","BFGS",1,-74195.9,8000,"17.3487795150359,-378.735279243141,-139.358147836741,-2372.36357015774","22.7260921643428,-654.328291439218,-205.36059117669,-4861.27988298333","28.0286262796872,-933.955501482364,-272.739026626117,-6588.63786846107","21.6056211807918,-706.02829029733,-201.874274190435,-5019.0663186547",TRUE,TRUE
"118","4,1,1,1","BFGS",1,-74189.1,8000,"17.3487795150359,-378.735279243141,-139.358147836741,-2372.36357015774","22.7260921643428,-654.328291439218,-205.36059117669,-4861.27988298333","28.0286262796872,-933.955501482364,-272.739026626117,-6588.63786846107","21.6056211807918,-706.02829029733,-201.874274190435,-5019.0663186547",TRUE,TRUE
"119","4,1,1,1","BFGS",1,-74569.3,8000,"17.3487795150359,-378.735279243141,-139.358147836741,-2372.36357015774","22.7260921643428,-654.328291439218,-205.36059117669,-4861.27988298333","28.0286262796872,-933.955501482364,-272.739026626117,-6588.63786846107","21.6056211807918,-706.02829029733,-201.874274190435,-5019.0663186547",TRUE,TRUE
"120","4,1,1,1","BFGS",1,-74571.7,8000,"17.3487795150359,-378.735279243141,-139.358147836741,-2372.36357015774","22.7260921643428,-654.328291439218,-205.36059117669,-4861.27988298333","28.0286262796872,-933.955501482364,-272.739026626117,-6588.63786846107","21.6056211807918,-706.02829029733,-201.874274190435,-5019.0663186547",TRUE,TRUE
"121","4.8990256269843,0.499886615969469,1.73731872659343,0.000653937972683112","L-BFGS-B",1,-71146.3,8000,"4.89890998266809,0.580444771129146,1.73854206127345,-0.996095214881696","4.89894839033284,0.578617166245967,1.73822453900543,-0.996241580119125","4.89894200119943,0.581659809691788,1.73827665341871,-0.995996562539596","4.89895025431832,0.581256585734684,1.73819513797506,-0.996029639820419",TRUE,TRUE
"122","4.8990256269843,0.499886615969469,1.73731872659343,0.000653937972683112","L-BFGS-B",1,-74005.7,8000,"4.89890998266809,0.580444771129146,1.73854206127345,-0.996095214881696","4.89894839033284,0.578617166245967,1.73822453900543,-0.996241580119125","4.89894200119943,0.581659809691788,1.73827665341871,-0.995996562539596","4.89895025431832,0.581256585734684,1.73819513797506,-0.996029639820419",TRUE,TRUE
"123","4.8990256269843,0.499886615969469,1.73731872659343,0.000653937972683112","L-BFGS-B",1,-74195.9,8000,"4.89890998266809,0.580444771129146,1.73854206127345,-0.996095214881696","4.89894839033284,0.578617166245967,1.73822453900543,-0.996241580119125","4.89894200119943,0.581659809691788,1.73827665341871,-0.995996562539596","4.89895025431832,0.581256585734684,1.73819513797506,-0.996029639820419",TRUE,TRUE
"124","4.8990256269843,0.499886615969469,1.73731872659343,0.000653937972683112","L-BFGS-B",1,-74189.1,8000,"4.89890998266809,0.580444771129146,1.73854206127345,-0.996095214881696","4.89894839033284,0.578617166245967,1.73822453900543,-0.996241580119125","4.89894200119943,0.581659809691788,1.73827665341871,-0.995996562539596","4.89895025431832,0.581256585734684,1.73819513797506,-0.996029639820419",TRUE,TRUE
"125","4.8990256269843,0.499886615969469,1.73731872659343,0.000653937972683112","L-BFGS-B",1,-74569.3,8000,"4.89890998266809,0.580444771129146,1.73854206127345,-0.996095214881696","4.89894839033284,0.578617166245967,1.73822453900543,-0.996241580119125","4.89894200119943,0.581659809691788,1.73827665341871,-0.995996562539596","4.89895025431832,0.581256585734684,1.73819513797506,-0.996029639820419",TRUE,TRUE
"126","4.8990256269843,0.499886615969469,1.73731872659343,0.000653937972683112","L-BFGS-B",1,-74571.7,8000,"4.89890998266809,0.580444771129146,1.73854206127345,-0.996095214881696","4.89894839033284,0.578617166245967,1.73822453900543,-0.996241580119125","4.89894200119943,0.581659809691788,1.73827665341871,-0.995996562539596","4.89895025431832,0.581256585734684,1.73819513797506,-0.996029639820419",TRUE,TRUE
"127","3,0.7,1,7e-04","L-BFGS-B",1,-71146.3,8000,"3.00039757100073,0.768972694424504,0.999840442381657,-0.996918456075513","2.99949441957145,0.816022386875793,1.00826800122112,-0.992512057059257","2.99936561712539,0.829841987945516,1.00910898045089,-0.990792653628795","2.99934862477763,0.832250939983592,1.00961549341818,-0.99046941380881",TRUE,TRUE
"128","3,0.7,1,7e-04","L-BFGS-B",1,-74005.7,8000,"3.00039757100073,0.768972694424504,0.999840442381657,-0.996918456075513","2.99949441957145,0.816022386875793,1.00826800122112,-0.992512057059257","2.99936561712539,0.829841987945516,1.00910898045089,-0.990792653628795","2.99934862477763,0.832250939983592,1.00961549341818,-0.99046941380881",TRUE,TRUE
"129","3,0.7,1,7e-04","L-BFGS-B",1,-74195.9,8000,"3.00039757100073,0.768972694424504,0.999840442381657,-0.996918456075513","2.99949441957145,0.816022386875793,1.00826800122112,-0.992512057059257","2.99936561712539,0.829841987945516,1.00910898045089,-0.990792653628795","2.99934862477763,0.832250939983592,1.00961549341818,-0.99046941380881",TRUE,TRUE
"130","3,0.7,1,7e-04","L-BFGS-B",1,-74189.1,8000,"3.00039757100073,0.768972694424504,0.999840442381657,-0.996918456075513","2.99949441957145,0.816022386875793,1.00826800122112,-0.992512057059257","2.99936561712539,0.829841987945516,1.00910898045089,-0.990792653628795","2.99934862477763,0.832250939983592,1.00961549341818,-0.99046941380881",TRUE,TRUE
"131","3,0.7,1,7e-04","L-BFGS-B",1,-74569.3,8000,"3.00039757100073,0.768972694424504,0.999840442381657,-0.996918456075513","2.99949441957145,0.816022386875793,1.00826800122112,-0.992512057059257","2.99936561712539,0.829841987945516,1.00910898045089,-0.990792653628795","2.99934862477763,0.832250939983592,1.00961549341818,-0.99046941380881",TRUE,TRUE
"132","3,0.7,1,7e-04","L-BFGS-B",1,-74571.7,8000,"3.00039757100073,0.768972694424504,0.999840442381657,-0.996918456075513","2.99949441957145,0.816022386875793,1.00826800122112,-0.992512057059257","2.99936561712539,0.829841987945516,1.00910898045089,-0.990792653628795","2.99934862477763,0.832250939983592,1.00961549341818,-0.99046941380881",TRUE,TRUE
"133","2.5,0.8,0.9,0.001","L-BFGS-B",1,-71146.3,8000,"2.50328512889313,0.770028234687265,0.882052860799215,-0.998384211105369","2.50251495649826,0.82571442460504,0.890464124073123,-0.998620683275086","2.50296740772655,0.824103391804829,0.887400390473601,-0.998625665354121","2.50282376818404,0.832864243862496,0.889096396792835,-0.998396357430669",TRUE,TRUE
"134","2.5,0.8,0.9,0.001","L-BFGS-B",1,-74005.7,8000,"2.50328512889313,0.770028234687265,0.882052860799215,-0.998384211105369","2.50251495649826,0.82571442460504,0.890464124073123,-0.998620683275086","2.50296740772655,0.824103391804829,0.887400390473601,-0.998625665354121","2.50282376818404,0.832864243862496,0.889096396792835,-0.998396357430669",TRUE,TRUE
"135","2.5,0.8,0.9,0.001","L-BFGS-B",1,-74195.9,8000,"2.50328512889313,0.770028234687265,0.882052860799215,-0.998384211105369","2.50251495649826,0.82571442460504,0.890464124073123,-0.998620683275086","2.50296740772655,0.824103391804829,0.887400390473601,-0.998625665354121","2.50282376818404,0.832864243862496,0.889096396792835,-0.998396357430669",TRUE,TRUE
"136","2.5,0.8,0.9,0.001","L-BFGS-B",1,-74189.1,8000,"2.50328512889313,0.770028234687265,0.882052860799215,-0.998384211105369","2.50251495649826,0.82571442460504,0.890464124073123,-0.998620683275086","2.50296740772655,0.824103391804829,0.887400390473601,-0.998625665354121","2.50282376818404,0.832864243862496,0.889096396792835,-0.998396357430669",TRUE,TRUE
"137","2.5,0.8,0.9,0.001","L-BFGS-B",1,-74569.3,8000,"2.50328512889313,0.770028234687265,0.882052860799215,-0.998384211105369","2.50251495649826,0.82571442460504,0.890464124073123,-0.998620683275086","2.50296740772655,0.824103391804829,0.887400390473601,-0.998625665354121","2.50282376818404,0.832864243862496,0.889096396792835,-0.998396357430669",TRUE,TRUE
"138","2.5,0.8,0.9,0.001","L-BFGS-B",1,-74571.7,8000,"2.50328512889313,0.770028234687265,0.882052860799215,-0.998384211105369","2.50251495649826,0.82571442460504,0.890464124073123,-0.998620683275086","2.50296740772655,0.824103391804829,0.887400390473601,-0.998625665354121","2.50282376818404,0.832864243862496,0.889096396792835,-0.998396357430669",TRUE,TRUE
"139","4,0.5,0.8,9e-04","L-BFGS-B",1,-71146.3,8000,"3.99910949391687,0.545643753611778,0.810914391595118,-0.997997757936843","3.99928803282602,0.543617314779169,0.80981335196332,-0.99809986039911","3.99929008903084,0.54511411353567,0.809799030108879,-0.998033527215516","3.99930680080221,0.544952519449392,0.80979409298077,-0.998040872230538",TRUE,TRUE
"140","4,0.5,0.8,9e-04","L-BFGS-B",1,-74005.7,8000,"3.99910949391687,0.545643753611778,0.810914391595118,-0.997997757936843","3.99928803282602,0.543617314779169,0.80981335196332,-0.99809986039911","3.99929008903084,0.54511411353567,0.809799030108879,-0.998033527215516","3.99930680080221,0.544952519449392,0.80979409298077,-0.998040872230538",TRUE,TRUE
"141","4,0.5,0.8,9e-04","L-BFGS-B",1,-74195.9,8000,"3.99910949391687,0.545643753611778,0.810914391595118,-0.997997757936843","3.99928803282602,0.543617314779169,0.80981335196332,-0.99809986039911","3.99929008903084,0.54511411353567,0.809799030108879,-0.998033527215516","3.99930680080221,0.544952519449392,0.80979409298077,-0.998040872230538",TRUE,TRUE
"142","4,0.5,0.8,9e-04","L-BFGS-B",1,-74189.1,8000,"3.99910949391687,0.545643753611778,0.810914391595118,-0.997997757936843","3.99928803282602,0.543617314779169,0.80981335196332,-0.99809986039911","3.99929008903084,0.54511411353567,0.809799030108879,-0.998033527215516","3.99930680080221,0.544952519449392,0.80979409298077,-0.998040872230538",TRUE,TRUE
"143","4,0.5,0.8,9e-04","L-BFGS-B",1,-74569.3,8000,"3.99910949391687,0.545643753611778,0.810914391595118,-0.997997757936843","3.99928803282602,0.543617314779169,0.80981335196332,-0.99809986039911","3.99929008903084,0.54511411353567,0.809799030108879,-0.998033527215516","3.99930680080221,0.544952519449392,0.80979409298077,-0.998040872230538",TRUE,TRUE
"144","4,0.5,0.8,9e-04","L-BFGS-B",1,-74571.7,8000,"3.99910949391687,0.545643753611778,0.810914391595118,-0.997997757936843","3.99928803282602,0.543617314779169,0.80981335196332,-0.99809986039911","3.99929008903084,0.54511411353567,0.809799030108879,-0.998033527215516","3.99930680080221,0.544952519449392,0.80979409298077,-0.998040872230538",TRUE,TRUE
"145","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","L-BFGS-B",0,-71146.3,-75772.5275419593,"3.27872740514129,0.988038981976629,0.530695653062404,0.0848270052284091","3.72062773189858,0.950549871574389,0.666522587650937,0.0636169433702975","3.16565829586857,0.95755762232427,0.595096106426234,0.053695729021464","3.33777162154436,0.953308709306063,0.620652219576641,0.0516551209701775",TRUE,TRUE
"146","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","L-BFGS-B",0,-74005.7,-75772.5275419593,"3.27872740514129,0.988038981976629,0.530695653062404,0.0848270052284091","3.72062773189858,0.950549871574389,0.666522587650937,0.0636169433702975","3.16565829586857,0.95755762232427,0.595096106426234,0.053695729021464","3.33777162154436,0.953308709306063,0.620652219576641,0.0516551209701775",TRUE,TRUE
"147","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","L-BFGS-B",0,-74195.9,-75772.5275419593,"3.27872740514129,0.988038981976629,0.530695653062404,0.0848270052284091","3.72062773189858,0.950549871574389,0.666522587650937,0.0636169433702975","3.16565829586857,0.95755762232427,0.595096106426234,0.053695729021464","3.33777162154436,0.953308709306063,0.620652219576641,0.0516551209701775",TRUE,TRUE
"148","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","L-BFGS-B",0,-74189.1,-75772.5275419593,"3.27872740514129,0.988038981976629,0.530695653062404,0.0848270052284091","3.72062773189858,0.950549871574389,0.666522587650937,0.0636169433702975","3.16565829586857,0.95755762232427,0.595096106426234,0.053695729021464","3.33777162154436,0.953308709306063,0.620652219576641,0.0516551209701775",TRUE,TRUE
"149","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","L-BFGS-B",0,-74569.3,-75772.5275419593,"3.27872740514129,0.988038981976629,0.530695653062404,0.0848270052284091","3.72062773189858,0.950549871574389,0.666522587650937,0.0636169433702975","3.16565829586857,0.95755762232427,0.595096106426234,0.053695729021464","3.33777162154436,0.953308709306063,0.620652219576641,0.0516551209701775",TRUE,TRUE
"150","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","L-BFGS-B",0,-74571.7,-75772.5275419593,"3.27872740514129,0.988038981976629,0.530695653062404,0.0848270052284091","3.72062773189858,0.950549871574389,0.666522587650937,0.0636169433702975","3.16565829586857,0.95755762232427,0.595096106426234,0.053695729021464","3.33777162154436,0.953308709306063,0.620652219576641,0.0516551209701775",TRUE,TRUE
"151","1.416,0.984,0.444,0.101","L-BFGS-B",0,-71146.3,-75772.5275289032,"3.27883869063645,0.988061684719159,0.530682241639594,0.084831171431198","3.72060300793375,0.95052465249664,0.666565260137764,0.0636116257748854","3.16563837262968,0.957560277022317,0.595091262683355,0.0536951830104136","3.33834437941413,0.953299008593332,0.620720497768091,0.051656426309232",TRUE,TRUE
"152","1.416,0.984,0.444,0.101","L-BFGS-B",0,-74005.7,-75772.5275289032,"3.27883869063645,0.988061684719159,0.530682241639594,0.084831171431198","3.72060300793375,0.95052465249664,0.666565260137764,0.0636116257748854","3.16563837262968,0.957560277022317,0.595091262683355,0.0536951830104136","3.33834437941413,0.953299008593332,0.620720497768091,0.051656426309232",TRUE,TRUE
