"","ic","method","pval","null_l","tmt_l","unknown_param","other_mechanical_param","prescribed_fire_param","wildfire_param","thinning_param","herbicide_param","clearcut_param","wildland_fire_param","mastication_param","all_converge","valid_subset","failed_converge_names"
"135","4,1,1,1","BFGS",0,-71512.8184391626,-86106.1724566625,"3.2972057083422,0.948860137473922,0.631858345693164,0.0488478335063467","2.83731200030417,1.01194372238383,0.433564689509804,0.0931042619076387","4.37118555888596,0.972661473189133,0.707009310175648,0.0543460375911711","2.57867889929161,0.987786121865688,0.596598980754052,0.0361550408527249","3.4834182860025,0.94136835909642,0.770480337350061,0.0252101368104298","2.41024772236838,0.935951188381301,0.404050526432418,0.0879789718092327","2.18583867929649,0.986661092866958,0.553520219256114,0.0191088151587423","2.6847936758889,0.973880726341452,0.639482672084511,0.0338799139082782","1.84718236371405,0.690927959331062,0.579177872265968,0.0675518360250477",TRUE,TRUE,""
"136","4,1,1,1","BFGS",0,-71829.6370804798,-86106.1724566625,"3.2972057083422,0.948860137473922,0.631858345693164,0.0488478335063467","2.83731200030417,1.01194372238383,0.433564689509804,0.0931042619076387","4.37118555888596,0.972661473189133,0.707009310175648,0.0543460375911711","2.57867889929161,0.987786121865688,0.596598980754052,0.0361550408527249","3.4834182860025,0.94136835909642,0.770480337350061,0.0252101368104298","2.41024772236838,0.935951188381301,0.404050526432418,0.0879789718092327","2.18583867929649,0.986661092866958,0.553520219256114,0.0191088151587423","2.6847936758889,0.973880726341452,0.639482672084511,0.0338799139082782","1.84718236371405,0.690927959331062,0.579177872265968,0.0675518360250477",TRUE,TRUE,""
"137","4,1,1,1","BFGS",0,-71562.7020218135,-86106.1724566625,"3.2972057083422,0.948860137473922,0.631858345693164,0.0488478335063467","2.83731200030417,1.01194372238383,0.433564689509804,0.0931042619076387","4.37118555888596,0.972661473189133,0.707009310175648,0.0543460375911711","2.57867889929161,0.987786121865688,0.596598980754052,0.0361550408527249","3.4834182860025,0.94136835909642,0.770480337350061,0.0252101368104298","2.41024772236838,0.935951188381301,0.404050526432418,0.0879789718092327","2.18583867929649,0.986661092866958,0.553520219256114,0.0191088151587423","2.6847936758889,0.973880726341452,0.639482672084511,0.0338799139082782","1.84718236371405,0.690927959331062,0.579177872265968,0.0675518360250477",TRUE,TRUE,""
"138","4,1,1,1","BFGS",0,-71823.7402612034,-86106.1724566625,"3.2972057083422,0.948860137473922,0.631858345693164,0.0488478335063467","2.83731200030417,1.01194372238383,0.433564689509804,0.0931042619076387","4.37118555888596,0.972661473189133,0.707009310175648,0.0543460375911711","2.57867889929161,0.987786121865688,0.596598980754052,0.0361550408527249","3.4834182860025,0.94136835909642,0.770480337350061,0.0252101368104298","2.41024772236838,0.935951188381301,0.404050526432418,0.0879789718092327","2.18583867929649,0.986661092866958,0.553520219256114,0.0191088151587423","2.6847936758889,0.973880726341452,0.639482672084511,0.0338799139082782","1.84718236371405,0.690927959331062,0.579177872265968,0.0675518360250477",TRUE,TRUE,""
"139","4,1,1,1","BFGS",0,-62182.4379342165,-86106.1724566625,"3.2972057083422,0.948860137473922,0.631858345693164,0.0488478335063467","2.83731200030417,1.01194372238383,0.433564689509804,0.0931042619076387","4.37118555888596,0.972661473189133,0.707009310175648,0.0543460375911711","2.57867889929161,0.987786121865688,0.596598980754052,0.0361550408527249","3.4834182860025,0.94136835909642,0.770480337350061,0.0252101368104298","2.41024772236838,0.935951188381301,0.404050526432418,0.0879789718092327","2.18583867929649,0.986661092866958,0.553520219256114,0.0191088151587423","2.6847936758889,0.973880726341452,0.639482672084511,0.0338799139082782","1.84718236371405,0.690927959331062,0.579177872265968,0.0675518360250477",TRUE,TRUE,""
"140","4,1,1,1","BFGS",0,2000,-86106.1724566625,"3.2972057083422,0.948860137473922,0.631858345693164,0.0488478335063467","2.83731200030417,1.01194372238383,0.433564689509804,0.0931042619076387","4.37118555888596,0.972661473189133,0.707009310175648,0.0543460375911711","2.57867889929161,0.987786121865688,0.596598980754052,0.0361550408527249","3.4834182860025,0.94136835909642,0.770480337350061,0.0252101368104298","2.41024772236838,0.935951188381301,0.404050526432418,0.0879789718092327","2.18583867929649,0.986661092866958,0.553520219256114,0.0191088151587423","2.6847936758889,0.973880726341452,0.639482672084511,0.0338799139082782","1.84718236371405,0.690927959331062,0.579177872265968,0.0675518360250477",TRUE,TRUE,""
"141","4.8990256269843,0.499886615969469,1.73731872659343,0.000653937972683112","L-BFGS-B",0,-67320.2793034479,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"142","4.8990256269843,0.499886615969469,1.73731872659343,0.000653937972683112","L-BFGS-B",0,-71512.8184391626,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"143","4.8990256269843,0.499886615969469,1.73731872659343,0.000653937972683112","L-BFGS-B",0,-71829.6370804798,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"144","4.8990256269843,0.499886615969469,1.73731872659343,0.000653937972683112","L-BFGS-B",0,-71562.7020218135,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"145","4.8990256269843,0.499886615969469,1.73731872659343,0.000653937972683112","L-BFGS-B",0,-71823.7402612034,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"146","4.8990256269843,0.499886615969469,1.73731872659343,0.000653937972683112","L-BFGS-B",0,-62182.4379342165,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"147","4.8990256269843,0.499886615969469,1.73731872659343,0.000653937972683112","L-BFGS-B",0,2000,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"148","3,0.7,1,7e-04","L-BFGS-B",0,-67320.2793034479,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"149","3,0.7,1,7e-04","L-BFGS-B",0,-71512.8184391626,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"150","3,0.7,1,7e-04","L-BFGS-B",0,-71829.6370804798,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"151","3,0.7,1,7e-04","L-BFGS-B",0,-71562.7020218135,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"152","3,0.7,1,7e-04","L-BFGS-B",0,-71823.7402612034,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"153","3,0.7,1,7e-04","L-BFGS-B",0,-62182.4379342165,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"154","3,0.7,1,7e-04","L-BFGS-B",0,2000,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"155","2.5,0.8,0.9,0.001","L-BFGS-B",0,-67320.2793034479,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"156","2.5,0.8,0.9,0.001","L-BFGS-B",0,-71512.8184391626,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"157","2.5,0.8,0.9,0.001","L-BFGS-B",0,-71829.6370804798,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"158","2.5,0.8,0.9,0.001","L-BFGS-B",0,-71562.7020218135,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"159","2.5,0.8,0.9,0.001","L-BFGS-B",0,-71823.7402612034,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"160","2.5,0.8,0.9,0.001","L-BFGS-B",0,-62182.4379342165,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"161","2.5,0.8,0.9,0.001","L-BFGS-B",0,2000,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"162","4,0.5,0.8,9e-04","L-BFGS-B",0,-67320.2793034479,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"163","4,0.5,0.8,9e-04","L-BFGS-B",0,-71512.8184391626,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"164","4,0.5,0.8,9e-04","L-BFGS-B",0,-71829.6370804798,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"165","4,0.5,0.8,9e-04","L-BFGS-B",0,-71562.7020218135,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"166","4,0.5,0.8,9e-04","L-BFGS-B",0,-71823.7402612034,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"167","4,0.5,0.8,9e-04","L-BFGS-B",0,-62182.4379342165,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"168","4,0.5,0.8,9e-04","L-BFGS-B",0,2000,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"169","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","L-BFGS-B",0,-67320.2793034479,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"170","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","L-BFGS-B",0,-71512.8184391626,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"171","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","L-BFGS-B",0,-71829.6370804798,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
"172","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","L-BFGS-B",0,-71562.7020218135,-86101.8221161908,"3.29739821925291,0.948809243371595,0.631942230812597,0.0488609212347599","2.83732946847342,1.01192950746248,0.433582013926234,0.0931045287577655","4.37190291806691,0.972654510471394,0.707057219695691,0.0543439200837987","2.57834662188676,0.987806070603183,0.596536341497872,0.036162519494591","3.98910820356033,0.93593083758088,0.818448438318229,0.0252913151980106","2.41028552460003,0.93595748163826,0.404048702387964,0.0879782645029989","2.18566143524052,0.986773254594282,0.553322582759025,0.0191168230400862","2.68481993209534,0.973874151665353,0.639513881938721,0.033879080032894","1.84716845653807,0.690927220485869,0.579177467516906,0.0675517003162057",TRUE,TRUE,""
