"","ic","method","pval","null_l","tmt_l","unknown_param","other_mechanical_param","prescribed_fire_param","wildfire_param","thinning_param","herbicide_param","clearcut_param","wildland_fire_param","mastication_param","all_converge","valid_subset","failed_converge_names"
"22","4,0.5,0.8,9e-04","Nelder-Mead",0,-67320.2793034479,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"23","4,0.5,0.8,9e-04","Nelder-Mead",0,-71512.8184391626,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"24","4,0.5,0.8,9e-04","Nelder-Mead",0,-71829.6370804798,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"25","4,0.5,0.8,9e-04","Nelder-Mead",0,-71562.7020218135,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"26","4,0.5,0.8,9e-04","Nelder-Mead",0,-71823.7402612034,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"27","4,0.5,0.8,9e-04","Nelder-Mead",0,-62182.4379342165,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"28","4,0.5,0.8,9e-04","Nelder-Mead",0,2000,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"29","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","Nelder-Mead",0,-67320.2793034479,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"30","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","Nelder-Mead",0,-71512.8184391626,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"31","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","Nelder-Mead",0,-71829.6370804798,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"32","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","Nelder-Mead",0,-71562.7020218135,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"33","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","Nelder-Mead",0,-71823.7402612034,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"34","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","Nelder-Mead",0,-62182.4379342165,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"35","2.04806679524682,0.997001628679229,0.618510030987695,0.00145509133473723","Nelder-Mead",0,2000,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"36","1.416,0.984,0.444,0.101","Nelder-Mead",0,-67320.2793034479,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"37","1.416,0.984,0.444,0.101","Nelder-Mead",0,-71512.8184391626,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"38","1.416,0.984,0.444,0.101","Nelder-Mead",0,-71829.6370804798,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"39","1.416,0.984,0.444,0.101","Nelder-Mead",0,-71562.7020218135,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"40","1.416,0.984,0.444,0.101","Nelder-Mead",0,-71823.7402612034,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"41","1.416,0.984,0.444,0.101","Nelder-Mead",0,-62182.4379342165,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"42","1.416,0.984,0.444,0.101","Nelder-Mead",0,2000,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"43","5e-04,0.5,1,1","Nelder-Mead",0,-67320.2793034479,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"44","5e-04,0.5,1,1","Nelder-Mead",0,-71512.8184391626,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"45","5e-04,0.5,1,1","Nelder-Mead",0,-71829.6370804798,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"46","5e-04,0.5,1,1","Nelder-Mead",0,-71562.7020218135,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"47","5e-04,0.5,1,1","Nelder-Mead",0,-71823.7402612034,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"48","5e-04,0.5,1,1","Nelder-Mead",0,-62182.4379342165,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"49","5e-04,0.5,1,1","Nelder-Mead",0,2000,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"50","2.5,1,1,1","Nelder-Mead",0,-67320.2793034479,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"51","2.5,1,1,1","Nelder-Mead",0,-71512.8184391626,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"52","2.5,1,1,1","Nelder-Mead",0,-71829.6370804798,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"53","2.5,1,1,1","Nelder-Mead",0,-71562.7020218135,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"54","2.5,1,1,1","Nelder-Mead",0,-71823.7402612034,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"55","2.5,1,1,1","Nelder-Mead",0,-62182.4379342165,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"56","2.5,1,1,1","Nelder-Mead",0,2000,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"57","4,0.94,0.7029,0.0546","Nelder-Mead",0,-67320.2793034479,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"58","4,0.94,0.7029,0.0546","Nelder-Mead",0,-71512.8184391626,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
"59","4,0.94,0.7029,0.0546","Nelder-Mead",0,-71829.6370804798,-86106.1749969269,"3.29696757021391,0.948813849391555,0.631895299850318,0.0488415244723008","2.83725528708949,1.01196995901962,0.433540443292427,0.0930945645135161","4.37115367020888,0.972651593798087,0.707026348264637,0.0543303576029663","2.57873925713162,0.987787414758287,0.596602967653199,0.0361406854047673","3.48014243743055,0.941430311138576,0.770096898888227,0.0251867339591094","2.41032865262279,0.935942628754366,0.404076165336838,0.0879653818902443","2.18541481568574,0.986811300443805,0.553223836010097,0.019072545409508","2.68561281937562,0.973877558280736,0.639575116970435,0.0338592313464449","1.84712672554494,0.690918865046095,0.579201419086254,0.0675382698567745",TRUE,TRUE,""
