"","ic","method","pval","null_l","tmt_l","unknown_param","other_mechanical_param","prescribed_fire_param","wildfire_param","thinning_param","herbicide_param","clearcut_param","all_converge","valid_subset","failed_converge_names"
"1","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","Nelder-Mead",0,-54595.8411806081,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"2","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","Nelder-Mead",0,-66851.2948267197,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"3","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","Nelder-Mead",0,-66947.7503646205,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"4","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","Nelder-Mead",0,-66694.5214238455,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"5","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","Nelder-Mead",0,-66944.5835966122,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"6","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","Nelder-Mead",0,-66948.3955521707,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"7","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","Nelder-Mead",0,-65693.1198438367,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"8","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","Nelder-Mead",0,-66948.3967980458,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"9","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","Nelder-Mead",0,-66948.3965866467,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"10","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","Nelder-Mead",0,-66948.3960066695,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"11","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","Nelder-Mead",0,2000,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"12","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","Nelder-Mead",0,-66948.3963538568,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"13","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","Nelder-Mead",0,-66948.3952169248,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"14","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","Nelder-Mead",0,-66948.3952387782,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"15","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","Nelder-Mead",0,-66948.3965609659,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"16","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","Nelder-Mead",0,-66948.3964568531,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"17","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","Nelder-Mead",0,-66948.3951824432,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"18","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","Nelder-Mead",0,-66948.3961117039,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"19","4.89048749200272,0.499876473528096,1.73661804939668,0.000685099291204213","Nelder-Mead",0,-66948.3953244185,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"20","3,0.7,1,7e-04","Nelder-Mead",0,-54595.8411806081,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"21","3,0.7,1,7e-04","Nelder-Mead",0,-66851.2948267197,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"22","3,0.7,1,7e-04","Nelder-Mead",0,-66947.7503646205,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"23","3,0.7,1,7e-04","Nelder-Mead",0,-66694.5214238455,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"24","3,0.7,1,7e-04","Nelder-Mead",0,-66944.5835966122,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"25","3,0.7,1,7e-04","Nelder-Mead",0,-66948.3955521707,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"26","3,0.7,1,7e-04","Nelder-Mead",0,-65693.1198438367,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"27","3,0.7,1,7e-04","Nelder-Mead",0,-66948.3967980458,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"28","3,0.7,1,7e-04","Nelder-Mead",0,-66948.3965866467,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"29","3,0.7,1,7e-04","Nelder-Mead",0,-66948.3960066695,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"30","3,0.7,1,7e-04","Nelder-Mead",0,2000,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"31","3,0.7,1,7e-04","Nelder-Mead",0,-66948.3963538568,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"32","3,0.7,1,7e-04","Nelder-Mead",0,-66948.3952169248,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"33","3,0.7,1,7e-04","Nelder-Mead",0,-66948.3952387782,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"34","3,0.7,1,7e-04","Nelder-Mead",0,-66948.3965609659,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"35","3,0.7,1,7e-04","Nelder-Mead",0,-66948.3964568531,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"36","3,0.7,1,7e-04","Nelder-Mead",0,-66948.3951824432,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"37","3,0.7,1,7e-04","Nelder-Mead",0,-66948.3961117039,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"38","3,0.7,1,7e-04","Nelder-Mead",0,-66948.3953244185,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"39","2.5,0.8,0.9,0.001","Nelder-Mead",0,-54595.8411806081,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"40","2.5,0.8,0.9,0.001","Nelder-Mead",0,-66851.2948267197,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"41","2.5,0.8,0.9,0.001","Nelder-Mead",0,-66947.7503646205,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"42","2.5,0.8,0.9,0.001","Nelder-Mead",0,-66694.5214238455,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"43","2.5,0.8,0.9,0.001","Nelder-Mead",0,-66944.5835966122,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"44","2.5,0.8,0.9,0.001","Nelder-Mead",0,-66948.3955521707,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
"45","2.5,0.8,0.9,0.001","Nelder-Mead",0,-65693.1198438367,-78590.3218936231,"3.31796406665144,0.945389342863259,0.638721555019331,0.04836668990018","2.85900304912908,1.00465334635708,0.448392901463206,0.0917538220565415","3.73909636209745,0.963261515633016,0.726274169982805,0.0323687628679865","2.62016279547836,0.983585844393149,0.616532957996807,0.032736580585465","3.49985228089285,0.941318252939038,0.772218588120323,0.0251845064759918","2.31040595473512,0.914328954269248,0.409706630064742,0.0887331434594432","2.19781198483831,0.985083313878079,0.557551862857302,0.0191503221512305",FALSE,TRUE,",Clearcut,Herbicide"
