"","ic","method","pval","null_l","tmt_l","or_7_1_param","or_6_2_param","fl_8_3_param","fl_8_5_param","all_converge","valid_subset"
"161","5e-04,0.5,1,1","L-BFGS-B",0,-69948.2,-71855.4753782479,"3.5130094679744,0.965393611397773,0.644238288865009,0.0501261464359611","3.27285039052143,0.995818940579292,0.523694928514874,0.0835886982399597","3.31017160016514,0.937516550000839,0.647829838531897,0.0475476083035431","3.13656121700925,0.947422810168042,0.612173671756393,0.0503455853340142",TRUE,TRUE
"162","5e-04,0.5,1,1","L-BFGS-B",0,-69953.7,-71855.4753782479,"3.5130094679744,0.965393611397773,0.644238288865009,0.0501261464359611","3.27285039052143,0.995818940579292,0.523694928514874,0.0835886982399597","3.31017160016514,0.937516550000839,0.647829838531897,0.0475476083035431","3.13656121700925,0.947422810168042,0.612173671756393,0.0503455853340142",TRUE,TRUE
"163","2.5,1,1,1","L-BFGS-B",0,-68459.9,-71855.4745129564,"3.51288862442012,0.965412500145375,0.644194205089271,0.0501297171560331","3.27269097608393,0.995840191358517,0.523664538606547,0.0835872653694041","3.31002577689443,0.937565074784941,0.647736471541186,0.0475554234543752","3.13667873509801,0.947442923233748,0.612162357901729,0.0503478650235935",TRUE,TRUE
"164","2.5,1,1,1","L-BFGS-B",0,-69949.4,-71855.4745129564,"3.51288862442012,0.965412500145375,0.644194205089271,0.0501297171560331","3.27269097608393,0.995840191358517,0.523664538606547,0.0835872653694041","3.31002577689443,0.937565074784941,0.647736471541186,0.0475554234543752","3.13667873509801,0.947442923233748,0.612162357901729,0.0503478650235935",TRUE,TRUE
"165","2.5,1,1,1","L-BFGS-B",0,-69527.7,-71855.4745129564,"3.51288862442012,0.965412500145375,0.644194205089271,0.0501297171560331","3.27269097608393,0.995840191358517,0.523664538606547,0.0835872653694041","3.31002577689443,0.937565074784941,0.647736471541186,0.0475554234543752","3.13667873509801,0.947442923233748,0.612162357901729,0.0503478650235935",TRUE,TRUE
"166","2.5,1,1,1","L-BFGS-B",0,-68978.8,-71855.4745129564,"3.51288862442012,0.965412500145375,0.644194205089271,0.0501297171560331","3.27269097608393,0.995840191358517,0.523664538606547,0.0835872653694041","3.31002577689443,0.937565074784941,0.647736471541186,0.0475554234543752","3.13667873509801,0.947442923233748,0.612162357901729,0.0503478650235935",TRUE,TRUE
"167","2.5,1,1,1","L-BFGS-B",0,-69948.2,-71855.4745129564,"3.51288862442012,0.965412500145375,0.644194205089271,0.0501297171560331","3.27269097608393,0.995840191358517,0.523664538606547,0.0835872653694041","3.31002577689443,0.937565074784941,0.647736471541186,0.0475554234543752","3.13667873509801,0.947442923233748,0.612162357901729,0.0503478650235935",TRUE,TRUE
"168","2.5,1,1,1","L-BFGS-B",0,-69953.7,-71855.4745129564,"3.51288862442012,0.965412500145375,0.644194205089271,0.0501297171560331","3.27269097608393,0.995840191358517,0.523664538606547,0.0835872653694041","3.31002577689443,0.937565074784941,0.647736471541186,0.0475554234543752","3.13667873509801,0.947442923233748,0.612162357901729,0.0503478650235935",TRUE,TRUE
"169","4,0.94,0.7029,0.0546","L-BFGS-B",0,-68459.9,-71855.474706983,"3.51286996619096,0.965414269902985,0.644190218921576,0.0501295625264827","3.27285771262938,0.995808025819675,0.523706938823187,0.0835886496011275","3.31038021169328,0.937553441600387,0.647778549999248,0.0475544120813004","3.13647845337424,0.947452021990403,0.612131017843553,0.0503464448757982",FALSE,TRUE
"170","4,0.94,0.7029,0.0546","L-BFGS-B",0,-69949.4,-71855.474706983,"3.51286996619096,0.965414269902985,0.644190218921576,0.0501295625264827","3.27285771262938,0.995808025819675,0.523706938823187,0.0835886496011275","3.31038021169328,0.937553441600387,0.647778549999248,0.0475544120813004","3.13647845337424,0.947452021990403,0.612131017843553,0.0503464448757982",FALSE,TRUE
"171","4,0.94,0.7029,0.0546","L-BFGS-B",0,-69527.7,-71855.474706983,"3.51286996619096,0.965414269902985,0.644190218921576,0.0501295625264827","3.27285771262938,0.995808025819675,0.523706938823187,0.0835886496011275","3.31038021169328,0.937553441600387,0.647778549999248,0.0475544120813004","3.13647845337424,0.947452021990403,0.612131017843553,0.0503464448757982",FALSE,TRUE
"172","4,0.94,0.7029,0.0546","L-BFGS-B",0,-68978.8,-71855.474706983,"3.51286996619096,0.965414269902985,0.644190218921576,0.0501295625264827","3.27285771262938,0.995808025819675,0.523706938823187,0.0835886496011275","3.31038021169328,0.937553441600387,0.647778549999248,0.0475544120813004","3.13647845337424,0.947452021990403,0.612131017843553,0.0503464448757982",FALSE,TRUE
"173","4,0.94,0.7029,0.0546","L-BFGS-B",0,-69948.2,-71855.474706983,"3.51286996619096,0.965414269902985,0.644190218921576,0.0501295625264827","3.27285771262938,0.995808025819675,0.523706938823187,0.0835886496011275","3.31038021169328,0.937553441600387,0.647778549999248,0.0475544120813004","3.13647845337424,0.947452021990403,0.612131017843553,0.0503464448757982",FALSE,TRUE
"174","4,0.94,0.7029,0.0546","L-BFGS-B",0,-69953.7,-71855.474706983,"3.51286996619096,0.965414269902985,0.644190218921576,0.0501295625264827","3.27285771262938,0.995808025819675,0.523706938823187,0.0835886496011275","3.31038021169328,0.937553441600387,0.647778549999248,0.0475544120813004","3.13647845337424,0.947452021990403,0.612131017843553,0.0503464448757982",FALSE,TRUE
"175","4,1,1,1","L-BFGS-B",0,-68459.9,-71855.4748409343,"3.51284278666623,0.965401744454332,0.644204328329043,0.05012746866638","3.27286949805692,0.995811851207331,0.523704498343403,0.0835879159766939","3.3100327280934,0.937567883447637,0.647735659764921,0.047555605797981","3.13648614469816,0.947433721392387,0.612163012401161,0.0503462177944877",TRUE,TRUE
"176","4,1,1,1","L-BFGS-B",0,-69949.4,-71855.4748409343,"3.51284278666623,0.965401744454332,0.644204328329043,0.05012746866638","3.27286949805692,0.995811851207331,0.523704498343403,0.0835879159766939","3.3100327280934,0.937567883447637,0.647735659764921,0.047555605797981","3.13648614469816,0.947433721392387,0.612163012401161,0.0503462177944877",TRUE,TRUE
"177","4,1,1,1","L-BFGS-B",0,-69527.7,-71855.4748409343,"3.51284278666623,0.965401744454332,0.644204328329043,0.05012746866638","3.27286949805692,0.995811851207331,0.523704498343403,0.0835879159766939","3.3100327280934,0.937567883447637,0.647735659764921,0.047555605797981","3.13648614469816,0.947433721392387,0.612163012401161,0.0503462177944877",TRUE,TRUE
"178","4,1,1,1","L-BFGS-B",0,-68978.8,-71855.4748409343,"3.51284278666623,0.965401744454332,0.644204328329043,0.05012746866638","3.27286949805692,0.995811851207331,0.523704498343403,0.0835879159766939","3.3100327280934,0.937567883447637,0.647735659764921,0.047555605797981","3.13648614469816,0.947433721392387,0.612163012401161,0.0503462177944877",TRUE,TRUE
"179","4,1,1,1","L-BFGS-B",0,-69948.2,-71855.4748409343,"3.51284278666623,0.965401744454332,0.644204328329043,0.05012746866638","3.27286949805692,0.995811851207331,0.523704498343403,0.0835879159766939","3.3100327280934,0.937567883447637,0.647735659764921,0.047555605797981","3.13648614469816,0.947433721392387,0.612163012401161,0.0503462177944877",TRUE,TRUE
"180","4,1,1,1","L-BFGS-B",0,-69953.7,-71855.4748409343,"3.51284278666623,0.965401744454332,0.644204328329043,0.05012746866638","3.27286949805692,0.995811851207331,0.523704498343403,0.0835879159766939","3.3100327280934,0.937567883447637,0.647735659764921,0.047555605797981","3.13648614469816,0.947433721392387,0.612163012401161,0.0503462177944877",TRUE,TRUE
