"clno","sizw","ids","dist_name","ratio"
"133",133,299,"701 702 703 1101 1103","Unknown",0.847826086956522
"134",134,36,"1071","Herbicide",0.75
"135",135,58,"1101 1102 1103","Unknown",0.818965517241379
"136",136,88,"1102 1103 1101","Unknown",0.829545454545455
"137",137,183,"1101 1103 1102","Unknown",0.882513661202186
"138",138,1,"701","Unknown",0
"139",139,1,"701","Unknown",0
"140",140,14,"701","Unknown",0.607142857142857
"141",141,132,"701 702 703 1101","Unknown",0.806818181818182
"142",142,81,"1101 1103 1102","Unknown",0.839506172839506
"143",143,20,"701 702","Unknown",0.65
"144",144,98,"1103 1101 1102","Unknown",0.872448979591837
"145",145,9,"702 701","Unknown",0.444444444444444
"146",146,1,"701","Unknown",0
"147",147,6,"1071","Herbicide",0.416666666666667
"148",148,1,"701","Unknown",0
"149",149,27,"701 703 702","Unknown",0.685185185185185
"150",150,1,"701","Unknown",0
"151",151,6,"1071","Herbicide",0.5
"152",152,16,"701 702","Unknown",0.625
"153",153,1,"701","Unknown",0
"154",154,6,"701","Unknown",0.5
"155",155,1,"701","Unknown",0
"156",156,259,"1101 1102 1103","Unknown",0.8996138996139
"157",157,2,"702 701","Unknown",0.25
"158",158,6,"701","Unknown",0.5
"159",159,1,"701","Unknown",0
"160",160,7,"1101 1103","Unknown",0.571428571428571
"161",161,23,"702 701 703","Unknown",0.543478260869565
"162",162,4,"1071","Herbicide",0.5
"163",163,25,"701 702 703","Unknown",0.7
"164",164,67,"1102 1103 702 703 1101 701","Unknown",0.843283582089552
"165",165,214,"702 703 701 1102 1103 1101","Unknown",0.838785046728972
"166",166,75,"702 703 701","Unknown",0.733333333333333
"167",167,18,"701 702 703","Unknown",0.666666666666667
"168",168,2,"701","Unknown",0.25
"169",169,9,"1071","Herbicide",0.555555555555556
"170",170,13,"701 702 703","Unknown",0.576923076923077
"171",171,2,"702 701","Unknown",0.25
"172",172,31,"703 702 701","Unknown",0.67741935483871
"173",173,2,"702 701","Unknown",0.25
"174",174,1,"701","Unknown",0
"175",175,29,"1071","Herbicide",0.637931034482759
"176",176,3,"703 701","Unknown",0.333333333333333
"177",177,15,"702 703 701","Unknown",0.566666666666667
"178",178,13,"703 702 701","Unknown",0.615384615384615
"179",179,1,"701","Unknown",0
"180",180,383,"1101 1102 1103 701 702","Unknown",0.859007832898172
"181",181,26,"703","Unknown",0.634615384615385
"182",182,6,"1071","Herbicide",0.583333333333333
"183",183,48,"1103 1102 1101","Unknown",0.677083333333333
"184",184,530,"1031","Chemical",0.735849056603774
"185",185,144,"1101 702 703 701","Unknown",0.850694444444444
"186",186,9,"703 701 702","Unknown",0.444444444444444
"187",187,69,"703 701 702","Unknown",0.847826086956522
"188",188,1,"701","Unknown",0
"189",189,406,"701 703 702","Unknown",0.86576354679803
"190",190,18,"1101 1103 1102","Unknown",0.472222222222222
"191",191,52,"1103 1101 1102","Unknown",0.769230769230769
"192",192,2,"702 701","Unknown",0.25
"193",193,285,"703 702 701","Unknown",0.857894736842105
"194",194,2,"702","Unknown",0.25
"195",195,1,"701","Unknown",0
"196",196,3,"702 703","Unknown",0.333333333333333
"197",197,1,"702","Unknown",0
"198",198,5,"1071","Herbicide",0.4
"199",199,1,"1101","Unknown",0
"200",200,8,"831","Chemical",0.5
"201",201,268,"1102 1103 1101 701 702","Unknown",0.869402985074627
"202",202,62,"701 702","Unknown",0.661290322580645
"203",203,1,"701","Unknown",0
"204",204,18,"1102 1103 1101 701","Unknown",0.666666666666667
"205",205,3,"1102 1103","Unknown",0.333333333333333
"206",206,1,"1101","Unknown",0
"207",207,188,"701 702 703","Unknown",0.696808510638298
"208",208,2,"702 701","Unknown",0.25
"209",209,2,"701","Unknown",0.25
"210",210,69,"701 703 702","Unknown",0.666666666666667
"211",211,1,"701","Unknown",0
"212",212,3,"701","Unknown",0.333333333333333
"213",213,1,"701","Unknown",0
"214",214,169,"703 702 701 1101 1103 1102","Unknown",0.801775147928994
"215",215,7,"701","Unknown",0.571428571428571
"216",216,3,"703 702","Unknown",0.333333333333333
"217",217,6,"701","Unknown",0.5
"218",218,1,"701","Unknown",0
"219",219,31,"701 703 702","Unknown",0.661290322580645
"220",220,1,"701","Unknown",0
"221",221,1,"701","Unknown",0
"222",222,2,"701","Unknown",0.25
"223",223,2,"701","Unknown",0.25
"224",224,423,"701 702 703","Unknown",0.787234042553192
"225",225,1,"701","Unknown",0
"226",226,13,"1071","Herbicide",0.653846153846154
"227",227,1,"1101","Unknown",0
"228",228,87,"1102 1103 1101","Unknown",0.747126436781609
"229",229,7,"1103 1101 1102","Unknown",0.571428571428571
"230",230,3,"701","Unknown",0.333333333333333
"231",231,1,"1101","Unknown",0
"232",232,83,"1101 1102 1103","Unknown",0.795180722891566
"233",233,48,"702 703 701","Unknown",0.583333333333333
"234",234,1,"701","Unknown",0
"235",235,13,"702 703 701","Unknown",0.615384615384615
"236",236,1,"701","Unknown",0
"237",237,1,"961","Other Mechanical",0
"238",238,33,"701 702 703","Unknown",0.666666666666667
